Id,Name,Type,Rarity,Introduction,skillGemParam ID
649,Divineapple,AccountItem,rare4,Special fruit from the Wildspire Waste. Quite difficult to cultivate. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
650,Violet Abalone,AccountItem,rare4,Special seafood from the Coral Highlands. Unique in both taste and aroma. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
651,Platinum Pearl,AccountItem,rare4,A special jewel from the Coral Highlands. Bears a metallic sheen. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
652,Wicked Fossil,AccountItem,rare4,A special fossil from the Rotten Vale. Unspeakably ominous. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
653,Heavenberry,AccountItem,rare4,Special fruit from the Rotten Vale. One bite'll send you to the pearly gates. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
654,Twilight Stone,AccountItem,rare4,A special gem from the Elder's Recess. The color of a sinking sun. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
655,Noahstone,AccountItem,rare4,A special gem from the Elder's Recess. Its brilliance engulfs all. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
656,Wyvern Egg,AccountItem,rare5,A flying wyvern's egg. Deliver it back to camp...if you can. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
657,Herbivore Egg,AccountItem,rare4,An herbivore egg. Deliver it back to camp...if you can. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
658,Lump of Meat,AccountItem,rare4,A lump of meat left by an Odogaron. Its distinct odor lures carnivores. <STYL MOJI_YELLOW_DEFAULT>(Account Item)</STYL>,
659,Shepherd Hare,AccountItem,rare2,An animal often seen scurrying down narrow side paths. Follow one and you might discover a new shortcut.,
660,Pilot Hare,AccountItem,rare4,A rare animal that appears on sunny days. They've been said to guide travelers who have lost their way.,
661,Woodland Pteryx,AccountItem,rare2,A bird common to forested areas. Its bones and feathers resemble those of a prehistoric creature.,
662,Forest Pteryx,AccountItem,rare4,"A rare bird. Though it resembles fossilized species, it also has unprecedented physical features.",
663,Cobalt Flutterfly,AccountItem,rare2,"A beautiful, vibrant butterfly with cobalt-blue wings.",
664,Phantom Flutterfly,AccountItem,rare4,"A brightly-colored, incredibly rare butterfly. The few sightings reported of it have all been on sunny days.",
665,Climbing Joyperch,AccountItem,rare2,An amphibian that has retained many of its ancient characteristics. Their songs can be heard during rainfall.,
666,Forest Gekko,AccountItem,rare2,"An arboreal lizard often found near brightmoss, predating on the insects that are drawn to the light.",
667,Wildspire Gekko,AccountItem,rare2,A lizard found near ant hills. Exceptionally large ant hills can draw surprisingly large numbers.,
668,Gloom Gekko,AccountItem,rare3,A lizard found in caves and other dark places. Their coloration serves as a warning to ward off predators.,
669,Moonlight Gekko,AccountItem,rare4,"A rare lizard whose brightmoss diet causes its tail to glow, a trait it uses to lure in prey.",
670,Vaporonid,AccountItem,rare2,An Ancient Forest spider that spins webs larger in size than humans.,
671,Scavantula,AccountItem,rare3,A ground-dwelling spider whose chief diet is rotting flesh. Often found living in groups near bonepiles.,
672,Revolture,AccountItem,rare2,A carrion-eating bird that scavenges meat from carcasses. It is often spotted flying above large monsters.,
673,Blissbill,AccountItem,rare2,An herbivorous bird that feeds on fruits and seeds. Comfortable around humans and common near Astera.,
674,Omenfly,AccountItem,rare2,"Insects that emit light from their tails. They usually glow white, but will glow red when in danger.",
675,Augurfly,AccountItem,rare4,"A strange, rare insect that appears during foul weather. They only enter their adult stage during rainfall.",
676,Scalebat,AccountItem,rare2,"A flying wyvern that evolved to adapt to life in caves, taking on a much smaller, bat-like appearance.",
677,Dung Beetle,AccountItem,rare2,A beetle known to roll balls of monster dung. This process hardens the dung into fine Slinger ammo.,
678,Bomb Beetle,AccountItem,rare3,A beetle known to roll large stones. Gathering from those stones often yields Slinger bomb pods.,
679,Pink Parexus,AccountItem,rare2,A fish whose physiology remains almost unchanged from its ancient ancestors. Its spiny fins help ward off predators.,
680,Great Pink Parexus,AccountItem,rare4,A jumbo-sized Pink Parexus. It must have lived for countless years to reach this size.,
681,Burst Arowana,AccountItem,rare2,Fish that smell of gunpowder. Use their scales and fire herbs to craft large amounts of gunpowder.,
682,Bomb Arowana,AccountItem,rare2,Fish that smell of gunpowder. Use their scales and fire herbs to craft large amounts of quality gunpowder.,
683,Great Burst Arowana,AccountItem,rare4,A jumbo-sized Burst Arowana. Greater in size and volatility. Handle with extreme care.,
684,Great Bomb Arowana,AccountItem,rare4,A jumbo-sized Bomb Arowana. Greater in size and volatility. Handle with extreme care.,
685,Elegant Coralbird,AccountItem,rare3,The common name for a female Coralbird. Their vibrant pink color is a result of their coral diet.,
686,Dapper Coralbird,AccountItem,rare4,"The common name for a Coralbird male. Extremely rare, as they only appear for mating.",
687,Andangler,AccountItem,rare3,"A fish bearing a luminous protrusion on its head, which it uses to lure Flying Meduso, its primary prey.",
688,Downy Crake,AccountItem,rare4,"A legendarily rare bird, covered in decadently soft down. It travels atop the back of its symbiotic host.",
689,Bristly Crake,AccountItem,rare4,"A legendarily rare bird, covered in bizarrely stiff, bristly down. It travels atop the back of its symbiotic host.",
690,Hopguppy,AccountItem,rare2,"A fish that bounces across the surface of the water, spreading its pectoral fins to glide farther.",
691,Petricanths,AccountItem,rare4,"Previously known via fossils, this species was thought extinct. Finding otherwise was a real surprise.",
692,Paratoad,AccountItem,rare2,A toad that releases paralyzing gas on impact. Its effect is potent enough to paralyze even large monsters.,
693,Sleeptoad,AccountItem,rare3,A toad that releases sleeping gas on impact. Its effect is potent enough to put down even large monsters.,
694,Nitrotoad,AccountItem,rare3,A toad that secretes an explosive gel on impact. The blast is strong enough to stagger even large monsters.,
695,Wiggler,AccountItem,rare3,"A creature from the Coral Highlands. Match its eye level to put it at ease, allowing you to approach it.",
696,Wiggler Queen,AccountItem,rare4,A rare creature that appears only on moonlit nights. Watching it dance on the breeze is a truly magical sight.,
697,Vigorwasp,AccountItem,rare2,"An insect that collects restorative nectar in its body, releasing it in a cloud when struck.",
698,Giant Vigorwasp,AccountItem,rare2,An insect that stores a highly concentrated nectar which leaves a restorative cloud when released.,
699,Flying Meduso,AccountItem,rare3,A native to the Coral Highlands that moves by riding the wind. Found in areas with the strongest breezes.,
700,Carrier Ant,AccountItem,rare2,"Ants that are known to carry about all sorts of items, including, rarely, large monster materials.",
701,Hercudrome,AccountItem,rare2,A large beetle with impressive horns. Hercudromes only inhabit seven specific spots in the Ancient Forest.,
702,Gold Hercudrome,AccountItem,rare2,"A glistening golden beetle, thought to bring good fortune. It only appears at night.",
703,Prism Hercudrome,AccountItem,rare4,"A shiny, rainbow-colored beetle. Due to its crepuscular nature, it is only usually seen at dawn and dusk.",
704,Emperor Hopper,AccountItem,rare2,"A grasshopper as big as its moniker would suggest. Its swift, frenetic jumps make it hard to capture.",
705,Tyrant Hopper,AccountItem,rare4,"This previously docile, herbivorous insect underwent phase variation to become a vicious carrion-eater.",
706,Flashfly,AccountItem,rare2,"An insect that emits a bright flash when struck, which is brighter when in a swarm. The flash blinds monsters.",
707,Grandfather Mantagrell,AccountItem,rare3,"A creature that rides air currents to float in midair. Weak to impacts, one good blow will bring it down.",
708,Iron Helmcrab,AccountItem,rare2,"A crustacean found in muddy terrain. It frequently carries hard objects, and occasionally drops piercing pods.",
709,Soldier Helmcrab,AccountItem,rare3,"A crustacean native to the Rotten Vale. They travel in large packs, stripping meat from carcasses.",
710,Emerald Helmcrab,AccountItem,rare4,A beautiful crustacean usually seen during inclement weather. It's said to be rarer than its gem namesake.,
711,Whetfish,AccountItem,rare2,A fish with a dorsal fin hard enough to be used to sharpen weapons.,
712,Great Whetfish,AccountItem,rare4,A jumbo-sized Whetfish. Its dorsal fin surpasses even whetstones in its sharpness.,
713,Gastronome Tuna,AccountItem,rare2,A fish that eats anything— allowing you to sometimes get items from its stomach.,
714,Great Gastronome Tuna,AccountItem,rare4,A jumbo-sized Gastronome Tuna. Its ravenous diet has ballooned it into the king of gluttons.,
715,King Marlin,AccountItem,rare4,"A fish with a jaw shaped like a sword. Inhabits warm waters, and cannot be seen during cold nights.",
716,Great King Marlin,AccountItem,rare4,A jumbo-sized King Marlin. Its overwhelming size makes it seem like a different species entirely.,
717,Goldenfish,AccountItem,rare3,"A rare fish that glitters as if it was actual gold. Its scales can fetch the same price as gold, too!",
718,Platinumfish,AccountItem,rare3,"A rare fish that shines like platinum, with glimmering scales just as valuable.",
719,Great Goldenfish,AccountItem,rare4,"A jumbo-sized Goldenfish. Not only is it bigger, its color and luster rival the finest craftsman's art.",
720,Great Platinumfish,AccountItem,rare4,"A jumbo-sized Platinumfish. Not only is it bigger, its color and luster rival the finest craftsman's art.",
721,Goldenfry,AccountItem,rare2,"A small, rare fish that glitters like gold, and whose beautiful scales sell for just as much.",
722,Great Goldenfry,AccountItem,rare4,"A jumbo-sized Goldenfry. Not only is it bigger, its color and luster rival the finest craftsman's art.",
723,Sushifish,AccountItem,rare2,A fatty fish popular among hunters. Its scales are rich in nutrients and can restore health.,
724,Great Sushifish,AccountItem,rare4,A jumbo-sized Sushifish. Generously plump from its bountiful supply of food.,
725,Gunpowderfish,AccountItem,rare3,A fish that smells of gunpowder. Its unique scales can be used as explosive powder.,
726,Great Gunpowderfish,AccountItem,rare4,A jumbo-sized Gunpowderfish. Greater in size and volatility. Handle with extreme care.,
727,Antidote Jewel 1,Jewel,rare5,A decoration that enhances the Poison Resistance skill.,0
728,Antipara Jewel 1,Jewel,rare5,A decoration that enhances the Paralysis Resistance skill.,1
729,Pep Jewel 1,Jewel,rare5,A decoration that enhances the Sleep Resistance skill.,2
730,Steadfast Jewel 1,Jewel,rare6,A decoration that enhances the Stun Resistance skill.,3
731,Antiblast Jewel 1,Jewel,rare5,A decoration that enhances the Blast Resistance skill.,4
732,Suture Jewel 1,Jewel,rare5,A decoration that enhances the Bleeding Resistance skill.,5
733,Def Lock Jewel 1,Jewel,rare5,A decoration that enhances the Iron Skin skill.,6
734,Earplug Jewel 3,Jewel,rare6,A decoration that enhances the Earplugs skill.,7
735,Wind Resist Jewel 2,Jewel,rare6,A decoration that enhances the Windproof skill.,8
736,Footing Jewel 2,Jewel,rare6,A decoration that enhances the Tremor Resistance skill.,9
737,Unavailable,Jewel,rare5,Unavailable,
738,Unavailable,Jewel,rare5,Unavailable,
739,Attack Jewel 1,Jewel,rare7,A decoration that enhances the Attack Boost skill.,10
740,Defense Jewel 1,Jewel,rare6,A decoration that enhances the Defense Boost skill.,11
741,Vitality Jewel 1,Jewel,rare6,A decoration that enhances the Health Boost skill.,12
742,Recovery Jewel 1,Jewel,rare6,A decoration that enhances the Recovery Speed skill.,13
743,Fire Res Jewel 1,Jewel,rare5,A decoration that enhances the Fire Resistance skill.,14
744,Water Res Jewel 1,Jewel,rare5,A decoration that enhances the Water Resistance skill.,15
745,Ice Res Jewel 1,Jewel,rare5,A decoration that enhances the Ice Resistance skill.,16
746,Thunder Res Jewel 1,Jewel,rare5,A decoration that enhances the Thunder Resistance skill.,17
747,Dragon Res Jewel 1,Jewel,rare5,A decoration that enhances the Dragon Resistance skill.,18
748,Resistor Jewel 1,Jewel,rare6,A decoration that enhances the Blight Resistance skill.,19
749,Blaze Jewel 1,Jewel,rare6,A decoration that enhances the Fire Attack skill.,20
750,Stream Jewel 1,Jewel,rare6,A decoration that enhances the Water Attack skill.,21
751,Frost Jewel 1,Jewel,rare6,A decoration that enhances the Ice Attack skill.,22
752,Bolt Jewel 1,Jewel,rare6,A decoration that enhances the Thunder Attack skill.,23
753,Dragon Jewel 1,Jewel,rare6,A decoration that enhances the Dragon Attack skill.,24
754,Venom Jewel 1,Jewel,rare6,A decoration that enhances the Poison Attack skill.,25
755,Paralyzer Jewel 1,Jewel,rare7,A decoration that enhances the Paralysis Attack skill.,26
756,Sleep Jewel 1,Jewel,rare7,A decoration that enhances the Sleep Attack skill.,27
757,Blast Jewel 1,Jewel,rare7,A decoration that enhances the Blast Attack skill.,28
758,Poisoncoat Jewel 3,Jewel,rare6,A decoration that enhances the Poison Functionality skill.,29
759,Paracoat Jewel 3,Jewel,rare7,A decoration that enhances the Para Functionality skill.,30
760,Sleepcoat Jewel 3,Jewel,rare7,A decoration that enhances the Sleep Functionality skill.,31
761,Blastcoat Jewel 3,Jewel,rare7,A decoration that enhances the Blast Functionality skill.,32
762,Unavailable,Jewel,rare8,Unavailable,
763,Release Jewel 3,Jewel,rare8,A decoration that enhances the Free Element/Ammo Up skill.,33
764,Expert Jewel 1,Jewel,rare6,A decoration that enhances the Critical Eye skill.,34
765,Critical Jewel 2,Jewel,rare8,A decoration that enhances the Critical Boost skill.,35
766,Tenderizer Jewel 2,Jewel,rare6,A decoration that enhances the Weakness Exploit skill.,36
767,Charger Jewel 2,Jewel,rare8,A decoration that enhances the Focus skill.,37
768,Handicraft Jewel 3,Jewel,rare8,A decoration that enhances the Handicraft skill.,38
769,Draw Jewel 2,Jewel,rare8,A decoration that enhances the Critical Draw skill.,39
770,Destroyer Jewel 2,Jewel,rare6,A decoration that enhances the Partbreaker skill.,40
771,KO Jewel 2,Jewel,rare6,A decoration that enhances the Slugger skill.,41
772,Drain Jewel 1,Jewel,rare6,A decoration that enhances the Stamina Thief skill.,42
773,Unavailable,Jewel,rare6,Unavailable,
774,Flight Jewel 2,Jewel,rare5,A decoration that enhances the Airborne skill.,43
775,Throttle Jewel 2,Jewel,rare7,A decoration that enhances the Latent Power skill.,44
776,Challenger Jewel 2,Jewel,rare7,A decoration that enhances the Agitator skill.,45
777,Flawless Jewel 2,Jewel,rare7,A decoration that enhances the Peak Performance skill.,46
